WeiboID,正文,日期,点赞数,评论数,转发数,话题,Time
36氪,【#缅甸一日包车游半年仅售出2份#，向导称一个月只接待20人】据每日经济新闻报道，近年来，由于电信诈骗猖獗等原因，缅甸旅游业遭遇了前所未有的冲击和困境。据新浪热点消息，#在缅中企工作人员称不要妖魔化缅甸# 冲上热搜，引起广泛讨论。在缅甸从业5年的向导小张表示：“今年上半年提供的向导服务还未达到2019年疫情前规模的十分之一，现在一个月只能接待10至20人，且80%为商务考察。”目前，不仅杭州各大旅行社都还没有上架与缅甸相关的旅游产品，杭州也未恢复至缅甸直飞航线；就连各大旅游在线平台，也鲜有当地的跟团游和自由行产品。仅剩的“一日包车游”，在旅游平台上，半年仅售出2份。此外，缅甸酒店价格降幅很大，几乎降了六成，五星级酒店最低只要300多元。蒲甘一家知名度假酒店，给本地游客的房间价格已经降到了10万缅元一晚（约合人民币344元），同样的房型，以前给外国游客的价格是130美元一晚（约合人民币940元），价格下跌了六成有多。,2023-08-16,4,3,0,"缅甸一日包车游半年仅售出2份,在缅中企工作人员称不要妖魔化缅甸",2023-08-16 16:50:05
36氪,【#国际调查称印度上班族最爱装忙#】#你会在上班时间装忙吗# 据快科技消息，近日美国媒体展示的一项国际调查报告显示，最爱#表演式上班#的三个国家是印度、日本和新加坡。明明没有太多工作，但还是要装出一副很忙的样子，以防被安排更多的任务，这就叫做“#表演式上班#”。报告显示，最喜欢也最会“装忙”的上班族来自印度，他们表演式工作占总工作时长的43%，紧随其次的是日本上班族，为37%，而新加坡则排在第三，达到了36%，调查还称，全球平均“装忙”时间占比为32%。法国、英国、澳大利亚和德国紧随其后，占比依次为31%、30%、29%和29%，韩国和美国则排在最后，均为28%。36氪的微博视频,2023-08-16,6,3,1,"国际调查称印度上班族最爱装忙,你会在上班时间装忙吗,表演式上班,表演式上班",2023-08-16 16:40:14
36氪,【#92岁的默多克又恋爱了#，恋爱关系还处于早期阶段】据券商中国报道，在与未婚妻史密斯取消婚约4个月后，92岁的亿万富翁、传媒大亨默多克又恋爱了。据每日邮报等多家外媒报道，默多克被拍到与66岁的退休俄裔美国分子生物学家、糖尿病领域专家琳娜·朱可娃一起在地中海度假。与默多克关系密切的消息人士表示，他们已经认识多年，现在他们的恋爱关系还处于早期阶段，但两人一起度过了为期数周的游艇假期，已经是非常明显的迹象。默多克原本计划在今年夏天迎来他的第五次婚姻。今年3月份，默多克向66岁的前超模安·莱斯利·史密斯求婚成功，为她戴上价值高达200万英镑的11克拉钻石戒指。当时，默多克说，这将是他最后一次结婚。两人原本定于夏天举办婚礼。不过4月份，默多克与史密斯就取消了结婚计划，正式分手。,2023-08-16,9,1,5,92岁的默多克又恋爱了,2023-08-16 16:30:00
36氪,【#恒大回应许家印离婚传闻#：不清楚，没有消息】据上海证券报报道，8月16日，“许家印离婚”的说法在网上流传。起因是中国恒大8月14日夜间发布的公告中，丁玉梅女士被定义为“独立于本公司及其关联人士的第三方”，并未如此前一般被列为许家印的配偶。记者就此向恒大方面求证，对方表示“不清楚，没有消息”。此前，在中国恒大发布的2021年中期报告中，丁玉梅女士仍然是以“许太太”的名义出现。8月14日，中国恒大公告披露，恒大汽车与公司、鑫鑫、许家印、好邦及丁玉梅（以下统称“认购方”）订立股份认购协议及抵销协议，公司及其他方向恒大汽车提供的若干贷款，拟转换为恒大汽车新股。恒大汽车将向认购方发行约54.41亿股新股，认购价3.84港元/股。相较恒大汽车8月11日收盘价1.49港元/股溢价157.7%，总认购金额约208.95亿港元。在此公告中，丁玉梅女士已经被定义为“独立与本公司及其关连人士的第三方”。此外，2021年底，许家印及其妻子丁玉梅共同出售中国恒大12亿股股票，作为一致行动人，许家印及丁玉梅持有中国恒大股份比例从76.69%下降至67.87%。,2023-08-16,4,4,1,恒大回应许家印离婚传闻,2023-08-16 16:10:00
36氪,【#邀请方回应举报新东方网红带货翻车#，客服被骂哭】据老板联播报道，8月14日，举报新东方违规补课引争议的网红“铁头惩恶扬善”直播带货“翻车”。当晚的多个产品链接已下架。8月15日，该直播活动邀请方某电子商务公司工作人员称，对他并不了解，最初沟通时未发生举报新东方的争议。8月10日，据界面新闻报道，近日，新东方杭州线下中心突然全面关闭，起因是抖音网红博主“铁头惩恶扬善”举报杭州新东方违规补课。导致杭州新东方全面停课，舆论就此发酵，不少网友觉得该博主多此一举。在8月11日，该博主更新最新进展。拱墅区教育局答复称：已会同相关部门成立联合调查组，正介入调查取证。博主 “铁头惩恶扬善”表示：哪怕最终举报10家、100家、1000家，都不如真正去处理一家达到震慑其他补课机构、教培机构、其他学校超前补课的行为。,2023-08-16,48,14,4,邀请方回应举报新东方网红带货翻车,2023-08-16 15:51:00
36氪,【#海底捞洗头发或全国推广#，相关人士称门店个性化创新试点】据老板联播报道，8月16日，针对网友热议#海底捞可以洗头发了#， 海底捞无锡茂业天地店回应称：前两天刚开始推出洗头服务，这几天工作日体验的人还不是很多，可能周末人会多。也需要和美甲服务一样取号排队，洗头大概20分钟一个人。洗头服务其实疫情之前个别门店也有，只是疫情期间停止了，现在又重新开始在个别门店推出。现在先是试点，未来可能会一点点向全国推广。对此，北京商报记者联系到海底捞，据相关负责人表示，海底捞无锡茂业天地店的洗发体验区，是门店进行的个性化创新试点，为会员提供更多权益。海底捞将持续关注顾客反馈，不断优化体验。根据网友晒出的图片，记者发现该门店位于无锡茂业天地广场，吹风区桌上有提示牌指出该洗头服务为“会员专享，200捞币兑换洗发一次，仅提供基础洗发服务”。除了此次上新需要捞币兑换的洗发服务，海底捞之前推出的做美甲、做手部护理、洗眼镜、擦鞋等服务都是免费的。,2023-08-16,7,7,4,"海底捞洗头发或全国推广,海底捞可以洗头发了",2023-08-16 15:30:00
36氪,【#中国科学家首次在人内心深处发现微塑料#，在心脏组织样本以及血液样本中检测到】据智慧科技迷报道，近日，中国科学家团队收集了15名参与者的心脏组织样本以及血液样本，结果在大多数样本中均检测到数万个单独的微塑料碎片。越来越多的证据表明，微塑料在人体中越来越普遍，并且有害，但目前为止，微塑料对健康的影响尚未得到广泛认同和充分理解。微塑料真的无处不在。研究人员已经陆续在人体的各种组织如肺、肠道、胎盘、血液中检测到微塑料，它们是通过各种体腔（鼻腔、口腔、肛门、阴道和子宫）与外环境接触而进入人体的。 智慧科技迷的微博视频,2023-08-16,3,1,3,中国科学家首次在人内心深处发现微塑料,2023-08-16 15:12:58
36氪,【#视觉中国文字商标无效#，视觉中国商品名称为什么能冠以“中国”两字？】 #视觉中国商标申请被判无效#据财经网科技报道，近日，有博主称“自己拍的照片被视觉中国告侵权”，引发网友热议。有网友质疑，作为一家民企，视觉中国商品名称为什么能冠以“中国”两字？据悉，视觉中国(000681)曾申请注册多枚“视觉中国 VISUAL CHINA GROUP”“VCG”文字及LOGO商标，国际分类涉及广告销售、科学仪器、教育娱乐等，其中“VCG”商标以及LOGO图形商标已获批注册，但含“视觉中国”文字的商标均已被驳回，处于无效状态。#多家公司吐槽logo变成视觉中国版权图# 财经网科技的微博视频,2023-08-16,5,4,0,"视觉中国文字商标无效,视觉中国商标申请被判无效,多家公司吐槽logo变成视觉中国版权图",2023-08-16 15:00:00
36氪,【#贾跃亭称FF品牌产品永远不会低于50万元#，目标基本上都是塔尖的用户】据IT之家报道， 8 月 16 日，洛杉矶时间 2023 年 8 月 13 日，法拉第未来（Faraday Future，简称 FF）正式完成历史性首辆“全能 aiHypercar” FF 91 2.0 Futurist Alliance 首个塔尖用户交付，距离 FF 创立已经过去整整 9 年时间，这也是 FF 首次进入营收阶段并正式进入完整经营闭环阶段的历史性的重大拐点。另据汽车商业评论报道，7 月 27 日，贾跃亭在接受采访时表示，他已经构思好了 FF 91 下一代产品，并计划推出 81 和 71 系列产品。他表示，“我们的目标基本上都是塔尖的用户，最低就是我们只是下沉到塔腰以上，我们不会再下沉了。我们 FF 品牌永远不会推出低于 50 万元人民币的产品，即使推出 71 系列，都不会低于 50 万元人民币的。”,2023-08-16,5,5,0,贾跃亭称FF品牌产品永远不会低于50万元,2023-08-16 14:48:30
36氪,【#传统电视观看时间低于总时间的50%#：传统的广播电视和有线电视正在失去观众的青睐】#为什么没人看有线电视了#据IT之家消息，据美国尼尔森公司（Nielsen）的最新报告，线性电视的观看时间已经低于所有电视使用时间的50%。这意味着传统的广播电视和有线电视正在失去观众的青睐，而 YouTube、TikTok 和流媒体等新兴视频平台正在崛起。线性电视是指传统的电视广播系统，通过有线、卫星或无线的方式传输。观众必须按照电视台或频道预定的节目表，在固定的时间观看特定的节目，与之相对的是点播式的流媒体。尼尔森公司从 2021 年开始使用一种新的指标来衡量人们如何分配他们的电视观看时间。这个指标将电视使用时间分为四个类别：广播电视、有线电视、流媒体和其他。报告显示，有线电视的观看时间较去年同期下降了 12.5%，仅占观众时间的不到三分之一。与此同时，流媒体创下了历史新高，以 YouTube 和 Netflix 为首的视频平台占据了近乎广播电视一半的观看时间。事实上，传统电视已经面临着来自多方面的竞争。不仅是迪士尼等流媒体巨头，还有 YouTube 和 TikTok 等依靠创作者快速、廉价地生产内容的视频平台。此前，Netflix CEO里德·黑斯廷斯在7月财报电话会上表示，所有人都在涌入流媒体，“传统电视节目系统”将在5至10年内消亡。,2023-08-16,5,2,1,"传统电视观看时间低于总时间的50%,为什么没人看有线电视了",2023-08-16 14:31:44
36氪,【#GPT-4内容审核新功能缩短工作周期#：6个月的工作1天干完】据TechWeb引援外媒报道，8月16日，当地时间周二，OpenAI宣布将新一代大型语言模型GPT-4用于内容策略开发和内容审核决策，以实现更一致的标签、更快的策略优化的反馈闭环以及更少的人工审核人员参与。据悉，GPT-4是OpenAI在今年3月14日推出的最新一代大型语言模型。它是一个多模态大型语言模型，支持图像和文本输入，以文本形式输出；扩写能力增强，能处理超过25000个单词的文本；更具创造力，并且能够处理更细微的指令。内容审核通常是一个缓慢而具有挑战性的过程，因为它要求工作细致，对上下文敏感，并能快速适应新的使用情况。OpenAI表示，使用GPT-4的内容审核系统能更快地迭代策略变更，将工作周期从数月缩短到数小时，其工具有望帮助企业在1天左右的时间内，就完成原本需要6个月才能做完的工作。任何拥有OpenAI API访问权限的人都可以采用这种方法来创建自己的人工智能辅助审核系统。根据OpenAI的研究，GPT-4在某些情况下可以比人类更好地完成某些内容审核任务。该公司认为，它的技术可以帮助解决科技界最棘手的问题之一：大规模的内容审核。同时，与人类审核相比，AI审核一些有毒有害内容时可以避免对人类的心理伤害，类似的例子有谷歌Youtube审核员在审查一些变态视频时遭遇的心理创伤。不过GPT-4依然不能完全取代人类审核员，其审核质量与经过轻度训练的人类审核员相似，但与经验丰富、训练有素的人类审核员相比仍有差距。,2023-08-16,5,1,6,GPT-4内容审核新功能缩短工作周期,2023-08-16 14:00:00
36氪,【#生成AI行业人才紧俏#，不少公司为其开出天价薪酬】#你觉得AI可以代替人类工作吗#据IT之家援引华尔街报道报道，8月16，日基于招聘网站 Indeed 统计数据，自今年年初以来，生成式 AI 相关的岗位数量翻了两番。报道称目前生成式 AI 行业人才紧俏，包括亚马逊、Netflix 和 Meta 在内的诸多公司，都加大了招聘人数和招聘待遇，为了吸引经验丰富的资深 AI 专家，已经开出 6 位数薪酬。其中 Netflix 公司因为演员和作家罢工，招募人工智能产品经理岗位，开出了 90 万美元（当前约 657 万元人民币）的天价薪酬。约会网站 Hinge 计划招聘一位人工智能副总裁，年薪为 39.8 万美元（当前约 290.5 万元人民币）；亚马逊发布了应用科学和生成人工智能高级经理招聘岗位，年薪高达 340300 美元（当前约 248.4 万元人民币）。Capital One 发布了一份关于生成式人工智能杰出工程师的清单，提供高达 325700 美元（当前约 237.8 万元人民币）的薪水。,2023-08-16,0,1,3,"生成AI行业人才紧俏,你觉得AI可以代替人类工作吗",2023-08-16 13:30:07
36氪,【#摄影师表示不接受视觉中国观点#，要求视觉中国停止侵权行为】#摄影师称和视觉中国没有误解# #摄影师要求视觉中国停止侵权#据凤凰网科技报道，8月16日，戴建峰再次回应表示不接受视觉中国的观点。并且已经与Stocktrek进行核实，Stocktrek明确告知他，@视觉中国 无权销售其的作品，也没有其作品的任何版权。Getty也无权将他的作品再次转授。其中并没有误会，并且表示视觉中国截至目前为止还在网上非法销售他的作品，向他人谎称拥有作品的著作权并向他们索赔。要求视觉中国立即停止侵权行为。 36氪的微博视频,2023-08-16,7,4,3,"摄影师表示不接受视觉中国观点,摄影师称和视觉中国没有误解,摄影师要求视觉中国停止侵权",2023-08-16 12:54:38
36氪,【#氪星播报#｜8月16日早间都有哪些#今日大事件#？】Top3大新闻1、#摄影师表示不接受视觉中国观点#，立即停止侵权2、#印度不再从中国进口手机#：每年1.8亿支的订单没了3、#视觉中国市值蒸发超3亿# ，股价下跌3.3%科技财经互联网热点1、#离岸人民币对美元跌破7.31# ，人民币对美元汇率延续疲软走势2、国际调查称印度上班族最爱装忙，#你会在上班时间装忙吗#3、#室温超导材料开发者材料科学论文又被撤回#，你认为室温超导有可行性吗4、#iPhone15发布前郑州富士康奖金涨至八千#，中介称比往年低5、#为何年轻人爱上骑行#，骑行或成最热门出行方式还有哪些其他要闻1、变废为宝，#男子用纸箱打造山西文化地标#2、#钉钉个人版没有打卡已读功能#，融合多项AI工具3、#缅甸失联20岁男生已找到#，正接受调查4、视觉中国“碰瓷式”维权，#视觉中国涉百余起侵权案均为原告#5、#生成AI行业人才紧俏#，不少公司为其开出天价薪酬6、#GPT-4内容审核新功能缩短工作周期#：6个月的工作1天干完7、#你有关心过自己的精神状态吗#，研究表明5成人或患精神障碍8、#夏威夷大火或致砷元素渗入水源#，建议不要饮用当地水源9、#运动1小时1周1个月会发生的变化#，身体会获益,2023-08-16,5,0,0,"氪星播报,今日大事件,摄影师表示不接受视觉中国观点,印度不再从中国进口手机,视觉中国市值蒸发超3亿,离岸人民币对美元跌破7.31,你会在上班时间装忙吗,室温超导材料开发者材料科学论文又被撤回,iPhone15发布前郑州富士康奖金涨至八千,为何年轻人爱上骑行,男子用纸箱打造山西文化地标,钉钉个人版没有打卡已读功能,缅甸失联20岁男生已找到,视觉中国涉百余起侵权案均为原告,生成AI行业人才紧俏,GPT-4内容审核新功能缩短工作周期,你有关心过自己的精神状态吗,夏威夷大火或致砷元素渗入水源,运动1小时1周1个月会发生的变化",2023-08-16 12:21:19
36氪,【#室温超导材料开发者材料科学论文又被撤回#，罗切斯特大学表示将对其研究展开全面调查】#你觉得室温超导有可行性吗#据IT之家报道，今年3月，美国罗切斯特大学的物理学家兰加・迪亚斯声称开发出了一种室温超导材料，受到业内的强烈关注。当地时间本周二，知名物理学杂志《物理评论快报》(Physical Review Letters) 以数据造假或伪造为由撤回了迪亚斯参与撰写的一篇材料科学论文。撤回的这篇论文是关于硫化锰的化合物，虽然没有涉及超导材料，但增加了迪亚斯在研究中存在伪造数据等不当行为的相关指控。虽然罗切斯特大学否认了早些时候的指控内容，但校方一名女发言人本周表示，罗切斯特大学已经开始让外部专家对迪亚斯的研究进行全面调查。 36氪的微博视频,2023-08-16,3,1,1,"室温超导材料开发者材料科学论文又被撤回,你觉得室温超导有可行性吗",2023-08-16 11:44:28
36氪,【#为何年轻人爱上骑行#，骑行或成最热门出行方式】#六成骑行爱好者花费超五万元# 比起以前的通勤工具，如今的骑行被赋予了多重身份——健身器材、社交载体，时尚单品，受到越来越多年轻人的青睐。三万多名“踩车人”组成了自行车骑行小组；300多万篇骑行笔记遍布社交媒体的页面……骑行的风潮席卷各大社交平台。从骑行风靡开始，这个小众圈层中就挤满了“装备党”。调研数据显示，骑行超过1年以上的骑手们，在骑行上愿意花费1万元以上，而骑行3年的人有60%的花费已超过5万元。某购物平台上的骑行数据显示，虽然高价位骑行装备仍然保持增长，但价格区间在300元至500元的自行车已经成为消费者的首选，订单占比超过30%，500元至800元的自行车订单占比超过20%。（连线Insight）,2023-08-16,4,0,2,"为何年轻人爱上骑行,六成骑行爱好者花费超五万元",2023-08-16 11:30:00
36氪,#表演式上班#【国际调查称印度上班族最爱装忙，#你会在上班时间装忙吗#】据快科技消息，近日美国媒体展示的一项国际调查报告显示，最爱#表演式上班#的三个国家是印度、日本和新加坡。明明没有太多工作，但还是要装出一副很忙的样子，以防被安排更多的任务，这就叫做“表演式上班”。报告显示，最喜欢也最会“装忙”的上班族来自印度，他们表演式工作占总工作时长的43%，紧随其次的是日本上班族，为37%，而新加坡则排在第三，达到了36%，调查还称，全球平均“装忙”时间占比为32%。法国、英国、澳大利亚和德国紧随其后，占比依次为31%、30%、29%和29%，韩国和美国则排在最后，均为28%。  网页链接,2023-08-16,178,4,2,"表演式上班,你会在上班时间装忙吗,表演式上班",2023-08-16 11:16:50
36氪,【#国际调查称印度上班族最爱装忙#】#你会在上班时间装忙吗# 据快科技消息，近日美国媒体展示的一项国际调查报告显示，最爱#表演式上班#的三个国家是印度、日本和新加坡。明明没有太多工作，但还是要装出一副很忙的样子，以防被安排更多的任务，这就叫做“#表演式上班#”。报告显示，最喜欢也最会“装忙”的上班族来自印度，他们表演式工作占总工作时长的43%，紧随其次的是日本上班族，为37%，而新加坡则排在第三，达到了36%，调查还称，全球平均“装忙”时间占比为32%。法国、英国、澳大利亚和德国紧随其后，占比依次为31%、30%、29%和29%，韩国和美国则排在最后，均为28%。那么为何员工会热衷于这么干呢？调查公司的技术专员表示，很有可能是受到公司领导层考核方式的影响，如果领导们热衷于用可以看见的部分来衡量员工的工作，那么后者就会花费更多时间展示自己的努力上。,2023-08-16,7,2,2,"国际调查称印度上班族最爱装忙,你会在上班时间装忙吗,表演式上班,表演式上班",2023-08-16 10:56:00
36氪,【#摄影师表示不接受视觉中国观点#，要求视觉中国停止侵权行为】#摄影师称和视觉中国没有误解#据凤凰网科技报道，8月15日，知名摄影师戴建峰@Jeff的星空之旅 吐槽#自己拍的照片被视觉中国告侵权#。在当天20：55，@视觉中国官方回应，经初步核实，涉事图片系该摄影师授权图片库Stocktrek Images进行销售，Stocktrek Images又将相关图片授权给Getty Images销售。视觉中国作为Getty Images在中国大陆地区的独家合作伙伴，拥有对包括涉事相关图片在内的完整的销售权利，涉事图片的销售授权链条清晰完整。 而8月16日，戴建峰再次回应表示不接受视觉中国的观点。并且已经与Stocktrek进行核实，Stocktrek明确告知他，@视觉中国无权销售其的作品，也没有其作品的任何版权。Getty也无权将他的作品再次转授。其中并没有误会，并且表示视觉中国截至目前为止还在网上非法销售他的作品，向他人谎称拥有作品的著作权并向他们索赔。要求视觉中国立即停止侵权行为。,2023-08-16,26,4,6,"摄影师表示不接受视觉中国观点,摄影师称和视觉中国没有误解,自己拍的照片被视觉中国告侵权",2023-08-16 10:25:27
36氪,【#视觉中国上半年净利润或超亿元#，是捍卫版权还是钓鱼执法】#视觉中国市值蒸发超3亿# #多家公司吐槽logo变成视觉中国版权图#据新浪财经报道，昨日Jeff的星空之旅自己拍的照片被视觉中国告侵权引发热议，此前据视觉中国公告，预计上半年净利润8900万元-10350万，同比增加62.18% – 88.60%。在此次事件发酵的当天20:55分，视觉中国官网作出回应称在事件发生的第一时间已经与当事人取得了联系并且进行了沟通，经他们初步核实，涉事图片系该摄影师授权图片库Stocktrek Images进行销售，Stocktrek Images又将相关图片授权给Getty Images销售。视觉中国作为Getty Images在中国大陆地区的独家合作伙伴，拥有对包括涉事相关图片在内的完整的销售权利，涉事图片的销售授权链条清晰完整。视觉中国表示会继续与摄影师保持沟通，妥善处理相关误解。,2023-08-16,25,4,1,"视觉中国上半年净利润或超亿元,视觉中国市值蒸发超3亿,多家公司吐槽logo变成视觉中国版权图",2023-08-16 10:00:00
36氪,#看见2033# 第八期：冯大刚x卢伟冰x辛利军智能化需求已呈现逐年递增趋势，如今，智能手机、智能可穿戴设备、智能家居等智能终端在不断创新上市。在未来，越来越多的智能网联终端将深度融合现实世界与数字世界，带来更多的发展机遇。#小米京东高管谈未来十年智能终端# #京东高管被小米徕卡种草#看见2033第八期，带领我们洞见智能终端的未来十年。@看见2033 @小米手机 @京东手机通讯 36氪的微博视频,2023-08-16,332,171,252,"看见2033,小米京东高管谈未来十年智能终端,京东高管被小米徕卡种草",2023-08-16 09:30:01
36氪,【#室温超导材料开发者材料科学论文又被撤回#，罗切斯特大学表示将对其研究展开全面调查】#你觉得室温超导有可行性吗#据IT之家报道，8 月 16 日消息，今年 3 月，美国罗切斯特大学的物理学家兰加・迪亚斯（Ranga Dias）声称开发出了一种室温超导材料，受到业内的强烈关注。当地时间本周二，知名物理学杂志《物理评论快报》(Physical Review Letters) 以数据造假或伪造为由撤回了迪亚斯参与撰写的一篇材料科学论文。撤回的这篇论文是关于硫化锰的化合物，虽然没有涉及超导材料，但增加了迪亚斯在研究中存在伪造数据等不当行为的相关指控。虽然罗切斯特大学否认了早些时候的指控内容，但校方一名女发言人本周表示，罗切斯特大学已经开始让外部专家对迪亚斯的研究进行全面调查。,2023-08-16,6,2,2,"室温超导材料开发者材料科学论文又被撤回,你觉得室温超导有可行性吗",2023-08-16 09:28:33
36氪,【#氪物库# | 观看超大屏幕的智能眼镜】TCL推出的智能眼镜NXTWEAR G，可以让你不出家门，就能沉浸在超大屏幕的电影中。NXTWEAR G看上去像是一副太阳眼镜，不同于目前市面上的VR眼镜，它更加接近于一个显示器产品，戴上后能获得相当于140英寸的观影体验。两侧镜架上配备了立体声扬声器，以便在不使用耳机的情况下，也能有出色的音频体验。能躺着看电影，这大概是它最吸引人的地方了（科技view）科技view的微博视频,2023-08-16,5,0,0,氪物库,2023-08-16 08:00:01
36氪,【#分享氪#｜为什么你越想要什么越得不到什么？】人性总是难以满足，总是病态地追求更多，不断地被贫乏感所驱使着。然而，我们越是寻求，越是得不到。越是追逐外在的虚荣，我们就越是远离我们真正渴望的东西。相反地，当我们无心插柳时，柳树却郁郁葱葱。这是怎么回事？不努力却能得到我们想要的吗？（Yourone精选）Yourone精选的微博视频,2023-08-16,20,0,12,分享氪,2023-08-16 07:00:00
36氪,【Meta展示的新技术，可能会改变MR行业的未来】苹果 Vision Pro 会是未来吗？放在今天依然是一个极具争议的问题，甚至在 Vision Pro 正式推出发售之后，可能也很难达成共识。 另一个毫无疑问的现实是，不管是 VR、AR 还是 MR，XR 头显还有很多需要攻克的技术和工程难题。就说如今，头显稍一用久容易头晕的问题还是存在，这就涉及到了方方面面的问题，包括屏幕分辨率、延迟、亮度以及焦距等，本质上还是大脑不觉得画面足够「真实」。虽然苹果 CEO 库克在发布 Vision Pro 时将其誉为开启空间计算时代的「革命性产品」，但实际上 Vision Pro 也不是很「空间」，至少还无法调节焦距，用户看到的画面始终聚焦在一个固定的焦距处，容易导致眼睛疲劳。不过就在 8 月 6 日开始的计算机图形学顶级年度会议 SIGGRAPH 2023 上，Meta 就展示了两台原型头显—— Butterscotch Varifocal 与 Flamera。当然，我们与其将这两台头显视为产品原型，不如看成 Meta 正在探索的两种技术的展示。值得在意的是，Butterscotch Varifocal 将展示接近视网膜的分辨率和变焦光学器件，而 Flamera 则证明了一种实现「透视」真实世界的全新方法。尽管 Meta 表示这些原型头显上的是技术「可能永远不会进入消费级产品」，但或许也会通向 VR、MR 乃至 AR 的未来。#氪君领读#1、大脑会觉得不太真实2、Meta 正在探索的两种技术的展示3、Flamera 则证明了一种实现「透视」真实世界的全新方法详情阅读：网页链接，本文来自微信公众号“雷科技”，作者：雷科技,2023-08-16,9,0,0,氪君领读,2023-08-16 03:00:00
36氪,【#分享氪#｜悬浮空中的摩托艇】澳大利亚一家公司发明的电动水翼船wave flyer，外形与普通摩托艇差不多，但它能往船下面喷水，借助推力使船在水面飞行，腾空高度有60公分，最快时速达50公里。坐在它上面不仅能够看到更漂亮的风景，而且浮在空中的飘逸感，会带给你不一样的世界。（科技view）科技view的微博视频,2023-08-16,7,2,4,分享氪,2023-08-16 02:00:00
36氪,【反向消费的年轻人，把海底捞逼去夜市摆摊、演唱会“捞人”了？】最近，不少网友发现，海底捞开始在青岛、上海等地的夜市摆摊了。视频显示，挂着“海底捞火锅”招牌的摊位前，身着门店同款工服的工作人员正从沸腾的锅底里捞出食物分装，摊位前顾客不少。价格牌显示，小油条8元、冒血旺9.9元，冒脑花18元、现炸酥肉16元。当年爆满的海底捞，进军夜市摆摊，让网友直呼“这也太卷了”。今年上半年，这么“向下卷”的，不只海底捞一个。在一线城市站稳脚跟的瑞幸，走高端茶饮路线的奈雪的茶，用快餐俘获打工人的西少爷，都做起了9块9的生意。中高端餐饮下沉背后，“报复性消费”并未如期而至，而“反向消费”越发流行。处在波动过后的大环境中，现在的年轻一代消费主力军，不再随随便便为品牌溢价买单，反而更加谨慎、理性，追求务实、性价比。这样的消费趋势和生活方式，不仅体现在吃喝上，包括旅游、看演出在内，他们也都主张“该省省，该花花”，不一味降低生活品质，但也绝不多花一毛钱。当大众消费观念发生巨变，原来依靠扩张、营销就能“吃饱喝足”的品牌商家们，也不得不重新思考，未来何去何从。#氪君领读#：1、海底捞开始在夜市摆摊2、中高端餐饮下沉3、年轻一代消费主力军追求务实、性价比详情请阅读：网页链接，本文来自微信公众号“金融八卦女频道”，作者：小悔,2023-08-16,30,6,11,氪君领读,2023-08-16 01:00:00
36氪,#深夜告解室# 你入睡需要多长时间？ #一个快速入睡的办法# ,2023-08-16,2,5,0,"深夜告解室,一个快速入睡的办法",2023-08-16 00:00:00
量子位,据说用这个提示词，就能将ChatGPT变成AutoGPT这是一段使用实例：网页链接（via.twi_Florian Camiade） ,2023-08-16,53,9,64,,2023-08-16 20:00:01
量子位,#LG的手提箱新电视来了# LG StanbyME Go “旅行箱智能屏”发布，售价1000美元（人民币约7296元）你感觉怎么样？ ,2023-08-16,5,4,4,LG的手提箱新电视来了,2023-08-16 19:00:01
量子位,【#虚幻引擎5再现电影失控玩家#】当游戏里的AI NPC觉醒后，会发生什么？ 量子位的微博视频 ,2023-08-16,8,4,6,虚幻引擎5再现电影失控玩家,2023-08-16 18:47:32
量子位,【#ChatGPT变身审核员#】学校的图书管理员，已经开始用ChatGPT来筛选带色情内容的书籍了。根据一项新规定，美国爱荷华州的学校需要下架图书馆中包含性行为描述的书籍，但“阅读每本书并按新要求筛选根本不可行”。在ChatGPT的帮助下，一个学区终于赶在开学前筛选出19本符合条件的书籍。隔天，OpenAI也正式宣布将GPT-4引入内容审核系统。网页链接,2023-08-16,11,0,6,ChatGPT变身审核员,2023-08-16 17:23:20
量子位,#国产人形机器人火到国外# 不惧偷袭还带闪最新国产人形机器人，这回火到国外去了！连OpenAI创始成员Karpathy都前排围观，当场高呼“想要”。视频里可以看到，这个船新机器人底盘稳固，突然碰见一脚飞踢，两步就能轻松恢复平衡；甚至还能提前预判，一点儿不大意，直接闪。背后公司，是宇树科技——就是那家把机器狗价格打到万元级别、卖到了全球几十个国家的国产机器人公司。有意思的是，这个发布的时间点，也引起了不少网友的关注。毕竟这段时间，国产人形机器人可谓消息不断：前有字节跳动扩建机器人团队的消息传出；后有前华为“天才少年”稚晖君的智元人形机器人发布会定档本周五；今日开幕的世界机器人大会上，也不乏人形机器人的身影……国产人形机器人，似乎来到了一个集中爆发的时刻。网页链接,2023-08-16,60,11,35,国产人形机器人火到国外,2023-08-16 16:21:31
量子位,#新的生成式AI模型来了# Hinton弟子Alex Graves新作：生成式贝叶斯流网络，结合了贝叶斯推理和深度学习的优势，采用简单的端到端损失函数，在连续、离散或离散数据上进行训练，且对网络架构没有限制。论文地址：网页链接 ,2023-08-16,10,0,3,新的生成式AI模型来了,2023-08-16 16:00:00
量子位,a16z的#AI小镇#也来了，灵感来自斯坦福小镇，进入试玩网页，戳NPC就能看见人设、对话记录，不同NPC之间的实时交互也会被记录下来。试玩网址：网页链接开源地址：github.com/a16z-infra/AI-town ,2023-08-16,4,0,11,AI小镇,2023-08-16 15:31:55
