WeiboID,正文,日期,点赞数,评论数,转发数,话题,Time
36氪,【我，英国留学硕士，毕业到星巴克打散工】#留学中介称资产10万以下是残疾家庭#据白鹿视频报道，近日有网友发视频称，一留学中介在直播中称家庭资产10万以下是残疾人家庭，还表示没有侮辱到谁。一名观看直播的网友介绍，当时是一名家庭条件一般的男生在提问留学事宜，主播就说出了这样的话。对此，该公司合伙人回应：他应该是一时口误说错了。一般而言，国际学生学费确实比本地学生会高出一倍至几倍。在伦敦攻读硕士的留学生杨璐称，其所在专业的国际学生学费为1.7万英镑/年，英国本地学生则是8500英镑/年。尽管如此，赴英留学仍是许多中国学生的选项。国内主要搜索引擎数据显示，2023年第一季度主要留学目的地搜索量同比增速中，英国搜索热度提升迅猛，比上年同期增长达到47%。此外，留学生在英国本硕连读一般为4年，硕士则为1年，可以大大缩短拿证时间。不过，尽管英国不失为好的留学选择，但生活成本高和找工作难成为留学生的共同困扰。#氪君领读#：1、英国大学扩招，被警告过度依赖留学生学费2、留学支出高，一年约40万元-60万元3、裁员潮袭来，留学生一年多找不到工作详情请阅读：网页链接，本文来自微信公众号“时代财经APP”，作者：张雪梅。,2023-08-17,5,2,1,"留学中介称资产10万以下是残疾家庭,氪君领读",2023-08-17 16:36:39
36氪,【#Nature发文称LK99不是超导体#：杂质影响的】#LK99超导假象是杂质引起的#据快科技消息，韩国前不久公布的LK-99室温超导材料一度引发全球关注，然而随着多国试验结果出炉，已经从惊喜变成了失望。最近，权威机构《自然》杂志又发表了最新研究，称LK-99不是超导体。在文章中，Dan Garisto揭示了LK-99会显示出类似超导行为的谜团。导致样品电阻率急剧下降和磁铁部分悬浮的原因，是由于材料中的杂质，尤其是硫化亚铜。这一结论彻底打破了LK-99作为“史上首个室温常压超导体”的希望。在这篇文章之前，中国北大、中科院大学等机构已经有类似的结论，LK-99超导假象的根源就是硫化亚铜杂质引起的，是一场误会。36氪的微博视频,2023-08-17,6,1,2,"Nature发文称LK99不是超导体,LK99超导假象是杂质引起的",2023-08-17 16:18:26
36氪,【从特种兵旅游到City walk，年轻人终究逃不掉“打卡”】#为什么去旅游的人越来越多了# 关于时下正火的City walk，互联网上有诸多浪漫文案，这仅是其中之一，“City walk，意思就是毫无目的地在城市漫步，和朋友一起走到一个路口就猜拳决定是往左还是往右，遇到绿灯就走，红灯就拐弯，不用刻意做网红地打卡，漫无目的地在街上穿梭，用脚步和镜头来记录这座城市。”几乎是一夜之间，年轻人对特种兵式的旅游模式“下头了”，转而爱上了看似更加悠闲、随意的City walk，他们在互联网找寻漫游搭子，搜索路线攻略，再涌现城市的大街小巷。于是，一些餐厅、咖啡店也试图蹭上这波热度，更有“组团”的商机暗涌。不过，曾几何时，飞盘、陆冲和橄榄球也有如当下的City walk，吸引了诸多年轻人尝试并为此花钱和打卡，但潮流总是来去如风，瞬息万变，新业态还未来得及达到变现规模，年轻人们早已冲向下一项新项目。#氪君领读#：1、约搭子、查攻略，“特种兵”变“漫步人”2、宇宙的尽头仍是“打卡”3、流量光环更迭好几轮，谁赚到了？详情请阅读： 网页链接，本文来自微信公众号“锌刻度”，作者：黎炫岐。,2023-08-17,10,0,0,"为什么去旅游的人越来越多了,氪君领读",2023-08-17 15:50:00
36氪,【#Nature发文称LK99不是超导体#：杂质影响的】#LK99超导假象是杂质引起的#连续多日的室温超导疑云，似乎已经一锤定音，划上终点。昨日，Nature发文：《LK-99不是室温超导体——科学侦探如何解开这个谜团》。作者Dan Garisto是一位有物理学学位的科学作家，曾就职于费米实验室。在16日的最新文章中，Dan Garisto总结了最近连续十几天的室温超导反转事件，将各大机构的研究结果拼凑在一起，揭示了为什么LK-99会显示出类似超导行为的谜团。科学侦探们发现了LK-99不是超导体的证据——导致样品电阻率急剧下降和磁铁部分悬浮的原因，是由于材料中的杂质，尤其是硫化亚铜。这一结论彻底打破了LK-99作为「史上首个室温常压超导体」的希望。加州大学戴维斯分校的凝聚态实验家Inna Vishik说，「我认为，这件事已经划上句号，可以到此为止了。」#氪君领读#：1、一系列的证据都在证伪LK-99是超导材料2、无法被证实的悬浮3、不纯的样品4、纯净LK-99晶体5、经验教训详情请阅读：网页链接，本文来自微信公众号“新智元”，作者：新智元。,2023-08-17,2,2,1,"Nature发文称LK99不是超导体,LK99超导假象是杂质引起的,氪君领读",2023-08-17 15:31:01
36氪,【#数码相机卖不动了吗#，你最喜欢用什么设备拍照？】#你还用相机拍照吗#手机的拍照越来越强，这也挤压了数码相机的市场，但数码相机真的卖不动了吗？据IT之家援引CIPA数据显示，2023年1-6月数码相机全球销售额同比增加13%，达到3137亿日元，连续3年实现增长。拉动整体市场的是无反相机。无反相机的销售额增长20%，连续3年刷新历史最高，占市场整体的81%。不过，按出货量计算，数码相机市场整体减少2%，降至343万台，呈现缩小趋势。36氪的微博视频,2023-08-17,15,14,5,"数码相机卖不动了吗,你还用相机拍照吗",2023-08-17 15:15:00
36氪,【#阿斯巴甜换名字了#，改为其学名天门冬酰苯丙氨酸甲酯】今日有网友发现一药品成分表中阿斯巴甜被换成其学术名字，天门冬酰苯丙氨酸甲酯。阿斯巴甜，是一种人工化学甜味剂，其被广泛应用于药剂加工和食品加工中。7月14日，国际癌症研究机构（IARC）、世界卫生组织和粮食及农业组织食品添加剂联合专家委员会发布评估报告，将阿斯巴甜正式归为“可能对人类致癌”之列。具体来说，阿斯巴甜对人类致癌的证据有限，对实验动物癌症及致癌机制的证据也都有限。但报告依然重申了阿斯巴甜的建议摄入量，即“每日每公斤体重40毫克以内”。这表明，体重70公斤的成人每天要饮用9至14罐以上的无糖汽水，才会超过安全限额。人工代糖仍占据当前市场的主流地位。据尚普咨询数据，人工代糖占据68.5%的代糖市场份额，阿斯巴甜在人工合成代糖市场份额达到36.2%。从“甜价比”的角度来看，相同的单位价格，阿斯巴甜能带给人们的甜度是天然代糖的数倍。元气森林研究院科创部食品科学家周宁对36氪介绍，不同代糖给人们带来的甜感有细微差别，阿斯巴甜与安赛蜜的甜感比较靠前，甜菊糖苷和罗汉果糖苷的甜感靠后。一般情况下，高倍代糖都要与其他低倍代糖根据需求复配使用。,2023-08-17,14,2,5,阿斯巴甜换名字了,2023-08-17 15:00:00
36氪,【一文看懂韩国“温室超导”事件，#Nature发文称LK99不是超导体#】据新智元消息，昨日，Nature发文：《LK-99不是室温超导体——科学侦探如何解开这个谜团》。作者Dan Garisto是一位有物理学学位的科学作家，曾就职于费米实验室。在16日的最新文章中，Dan Garisto揭示了为什么LK-99会显示出类似超导行为的谜团。科学侦探们发现了LK-99不是超导体的证据——导致样品电阻率急剧下降和磁铁部分悬浮的原因，是由于材料中的杂质，尤其是硫化亚铜。这一结论彻底打破了LK-99作为“史上首个室温常压超导体”的希望。加州大学戴维斯分校的凝聚态实验家Inna Vishik说：我认为，这件事已经划上句号，可以到此为止了。LK-99风波始于7月下旬，首尔初创公司量子能源研究中心的Sukbae Lee和Ji-Hoon Kim领导的团队，在arXiv上发表了两篇预印本论文，声称LK-99在温度高于127ºC（400K）的常压环境下是超导体，#韩团队称合成世界首个室温常压超导体#，瞬间吸引了全世界的目光。两篇论文引爆了全世界的学术机构、乃至业余爱好者的复现实验狂潮，从8月份开始，每天都有各种复现实验和论文络绎不绝地产出。在8月2日，#华科初步复现韩国室温超导材料# 。8月3日，#东南大学LK99零电阻观测成功#。这些复现实验一度把公众和学界的兴奋值拉到最高。因为室温超导是所有材料科学和凝聚态物理学中最受追捧的目标之一，若可以找到室温超导体，可解决全世界能耗问题、开发速度更快的电脑、用在先进的储存装置、超灵敏的感测器等。遗憾的是，如今全球各机构经过多次复现实验，已经有不少下了定论：LK-99不是室温超导体。,2023-08-17,10,4,10,"Nature发文称LK99不是超导体,韩团队称合成世界首个室温常压超导体,华科初步复现韩国室温超导材料,东南大学LK99零电阻观测成功",2023-08-17 14:29:32
36氪,【#研究称周末睡懒觉或损害健康#】近日，英国伦敦国王学院的科学家分析了近1000人的睡眠时间与肠道菌群数据发现，不规律的睡眠会对肠道菌群产生负面影响，即使睡眠时间只有微小变化，比如平时按时起床，而周末睡会懒觉，也可能损害肠道健康。 智慧科技迷的微博视频 ,2023-08-17,7,1,2,研究称周末睡懒觉或损害健康,2023-08-17 14:00:34
36氪,【2023Q2美国以旧换新手机报告：#iPhone抵扣价值接近安卓机3倍#】据IT之家报道，全球商业服务公司Assurant近日发布报告，表示今年第2季度美国智能手机的以旧换新抵扣价格为135美元，同期苹果iPhone的抵扣价格为215美元，刷新价值纪录。而在此前Assurant公布的第1季度报告显示，苹果iPhone以旧换新的价值，自2021年第3季度以来，首次超过200美元。第2季度，苹果iPhone的以旧换新价格再次攀升。其中以旧换新抵扣数量最多的前5台设备分别为iPhone 11、iPhone 12、iPhone XR、iPhone 12 Pro Max、iPhone 11 Pro Max。而安卓手机的平均抵扣价格为77.18美元，苹果iPhone是其2.78倍。,2023-08-17,2,0,1,iPhone抵扣价值接近安卓机3倍,2023-08-17 13:30:00
36氪,绿证新规重磅出台，引发业内热议。可再生能源绿证实现核发全覆盖之后，或将影响整个能源电力市场。一张“绿电消费小票”如何发挥作用？CCER重启前夜，绿证又如何搅动新的市场格局？@36碳 详情请阅读：“孚远新材料”成功量产，为打造高性能含氟薄膜 ｜36碳首发 ,2023-08-17,1,0,1,,2023-08-17 13:14:49
36氪,【#折叠屏手机价格一降再降#，#为什么越来越多人选择用折叠屏#】据手机中国报道，去年折叠屏手机实现逆势增长，国内出货量增速高达154.4%。近日，京东手机发布《2023折叠屏手机趋势趣味图鉴》，数据显示，2023年上半年折叠屏手机销量同比增长超100%，其中小折叠屏手机销量同比增长率更是高达150%。今年折叠屏出其不意地销量大涨，跟背后的降价大潮分不开。36氪的微博视频,2023-08-17,10,2,2,"折叠屏手机价格一降再降,为什么越来越多人选择用折叠屏",2023-08-17 12:45:00
36氪,【#数码相机卖不动了吗#，你最喜欢用什么设备拍照？】#你还用相机拍照吗#手机的拍照越来越强，这也挤压了数码相机的市场，但数码相机真的卖不动了吗？据IT之家援引CIPA数据显示，2023年1-6月数码相机全球销售额同比增加13%，达到3137亿日元，连续3年实现增长。按不同地区来看，日本的销售额增加25%至309亿日元，欧洲增加3%至692亿日元，美洲减少6%至664亿日元。中国销售额为839亿日元，增长34%，增幅最大。日本一家相机厂商的高管表示“以年轻人为中心，中国市场的势头非常强劲”。那么，你最喜欢用什么设备拍照？  网页链接,2023-08-17,327,4,1,"数码相机卖不动了吗,你还用相机拍照吗",2023-08-17 12:30:01
36氪,【#氪星播报#｜8月17日早间都有哪些#今日大事件#？】Top3大新闻1、#大英博物馆部分黄金珠宝被盗#，负责馆藏的工作人员已经被解雇2、#38年老牌大厂宣布解散#，高峰期员工达10万人3、#恒大地产收到证监会立案告知书#：将积极配合中国证监会的调查工作科技财经互联网热点1、#大疆内部秘密研发Ebike#，代号EB，#大疆瞄准海外高端市场#2、#大众点评一号位俞建林已离职# ，美团张川代管3、#折叠屏手机价格一降再降#，#为什么越来越多人选择用折叠屏#4、2023年第二季度TWS份额出炉：#小米TWS份额反超苹果#还有哪些其他要闻1、#北海一浴场突发不明鱼类伤人事件#：多名游客被咬伤2、#原来焯水不是简单煮一下# ，错误的做法不但影响口感，还会让营养打折扣3、#今年暑期档电影票房已超170亿#，中国电影市场已经连续55天破亿元4、#有涉诈人员对儿童电话手表下手了#， 警方提醒家长：告诉孩子，不要轻易把手表借出去5、#成都4只退役搜救犬征集领养人#，希望余生里给它们岁月安好6、你在沙漠掉过手机吗？#敦煌警察每年从沙漠挖百部手机#7、#情侣花20元找带跑推21kg行李赶高铁#，不到1分钟冲到安检8、#男子偷拍被发现躲后备箱险被闷死#，警方：先施救，再拘留5日9、#95后女生用竹子编手机壳#，女生称“希望能突破传统”10、#11岁农村女孩老屋前练中国舞#，网友：有梦想哪里都能发光,2023-08-17,3,0,0,"氪星播报,今日大事件,大英博物馆部分黄金珠宝被盗,38年老牌大厂宣布解散,恒大地产收到证监会立案告知书,大疆内部秘密研发Ebike,大疆瞄准海外高端市场,大众点评一号位俞建林已离职,折叠屏手机价格一降再降,为什么越来越多人选择用折叠屏,小米TWS份额反超苹果,北海一浴场突发不明鱼类伤人事件,原来焯水不是简单煮一下,今年暑期档电影票房已超170亿,有涉诈人员对儿童电话手表下手了,成都4只退役搜救犬征集领养人,敦煌警察每年从沙漠挖百部手机,情侣花20元找带跑推21kg行李赶高铁,男子偷拍被发现躲后备箱险被闷死,95后女生用竹子编手机壳,11岁农村女孩老屋前练中国舞",2023-08-17 12:00:00
36氪,【#折叠屏手机价格一降再降#，你目前在用折叠屏手机吗？】据手机中国报道，去年折叠屏手机实现逆势增长，国内出货量增速高达154.4%。近日，京东手机发布《2023折叠屏手机趋势趣味图鉴》，数据显示，2023年上半年折叠屏手机销量同比增长超100%，其中小折叠屏手机销量同比增长率更是高达150%。#为什么越来越多人选择用折叠屏#？这主要原因跟背后的降价大潮分不开，大折叠屏手机起售价均价从2021年的13239元，下降到了2022年的10277元，降幅接近3000元。小折叠屏手机方面，起售价均价从2021年的8294元，下降到了2022年的7097元。那么，你目前在用折叠屏手机吗？  网页链接,2023-08-17,233,5,3,"折叠屏手机价格一降再降,为什么越来越多人选择用折叠屏",2023-08-17 11:45:01
36氪,"【2023年第二季度TWS份额出炉：#小米TWS份额反超苹果#】据快科技消息，调研机构Canalys最新发布了全球个人智能音频设备（包括TWS, 无线头戴，无线颈挂）的市场数据。2023年第二季度出货有所回升，相比于上一季度的两位数下滑，本季度仅下滑了2%，出货量达到9568万部，基本追平去年同期。排名方面，苹果出货量增长2%，以26%的份额稳居第一。小米以5%的市场份额位居第四，也是国产第一，OPPO位居第五。整体来看苹果完全碾压其他厂商，甚至三星、boAt、小米、OPPO加起来的份额都比不过苹果一家。而国内市场则完全不同了，苹果虽依然实力强劲，但却被小米以1%的优势完成反超，后者用15%的份额拿下了国内一哥之位。小米拿下第一，价格和全面的产品覆盖是其主要优势之一，小米耳机等产品线非常丰富，从百元价位到千元价位都有覆盖，根据定位不同，很多用户都能找到适合自己的产品，甚至拿下不少其他手机品牌的用户。另外，小米手机用户在国内存量较大，这也是一大原因。",2023-08-17,2,1,2,小米TWS份额反超苹果,2023-08-17 11:20:00
36氪,【#38年老牌大厂宣布解散#，高峰期员工达10万人】8月15日，一张新安电器（深圳）公司发布的“告全体同仁书”在网络平台广泛传播。该文件显示，在全球经济萎靡订单减少的情况下，公司经历了全球疫情影响，加上经营情况进一步恶化，经公司股东会决议，决定提前解散，并拟于8月18日结束经营。一名自称办公室员工的人员向媒体证实网传截图的真实性。新安电器（深圳）成立至今已有38年，高峰期员工达到10万人，曾代工生产飞利浦咖啡机等知名品牌产品。2008年，广东开启“腾笼换鸟”战略，大力淘汰低端产业，着力推动产业升级发展，在此背景下，不少企业纷纷将工厂等制造环节迁出深圳。有数据显示，自2008年开始多达数万家企业迁出深圳，不乏一些知名企业。今年以来，深圳已有不少企业宣布停业，如深圳冠达印刷厂、深圳燊力玩具厂等。（券商中国）,2023-08-17,20,13,8,38年老牌大厂宣布解散,2023-08-17 11:00:00
36氪,【#折叠屏手机价格一降再降#，你会选择折叠屏手机吗？】#为什么越来越多人选择用折叠屏#据手机中国报道，去年折叠屏手机实现逆势增长，国内出货量增速高达154.4%。近日，京东手机发布《2023折叠屏手机趋势趣味图鉴》，数据显示，2023年上半年折叠屏手机销量同比增长超100%，其中小折叠屏手机销量同比增长率更是高达150%。今年折叠屏出其不意地销量大涨，跟背后的降价大潮分不开。根据图鉴显示，大折叠屏手机起售价均价从2021年的13239元，下降到了2022年的10277元，降幅接近3000元。小折叠屏手机方面，起售价均价从2021年的8294元，下降到了2022年的7097元。而2023年，摩托罗拉甚至将小折叠屏手机的价格下探到了3999元。此外，用户购买折叠屏手机时，主要关注屏幕可靠性、屏幕折痕、购机售后服务以及价格等因素。折叠屏手机潜在用户对碎屏险、180天只换不修和以旧换新等服务最为关注。,2023-08-17,12,9,2,"折叠屏手机价格一降再降,为什么越来越多人选择用折叠屏",2023-08-17 10:26:42
36氪,【#恒大地产收到证监会立案告知书#】据第一财经报道，恒大地产集团有限公司于2023年8月16日收到中国证券监督管理委员会下发的《立案告知书》（编号：证监立案字03720230092号），因本公司涉嫌信息披露违法违规，根据《中华人民共和国证券法》《中华人民人民共和国行政处罚法》等法律法规，中国证监会决定对本公司立案。本公司将积极配合中国证监会的调查工作，并严格按照相关要求履行信息披露义务。此前，#许家印被传离婚# 。起因是中国恒大8月14日夜间发布的公告中，丁玉梅女士被定义为“独立于本公司及其关联人士的第三方”，并未如此前一般被列为许家印的配偶。上证报记者就此向恒大方面求证，对方表示“不清楚，没有消息”。值得一提的是，在港交所于2022年12月14日披露的一份恒大物业股权变动披露文件中，丁玉梅的身份仍然为许家印的配偶。,2023-08-17,4,1,0,"恒大地产收到证监会立案告知书,许家印被传离婚",2023-08-17 10:15:00
36氪,【#暑期档电影票房已超173亿元#，你觉得哪部暑期档电影最好看？】据人民日报报道，国家电影局数据显示，截至8月15日，2023年暑期档电影票房已超173亿元，国产影片占比高达85.85%，中国电影市场已经连续56天破亿元。《消失的她》《孤注一掷》《封神第一部：朝歌风云》《八角笼中》等4部影片票房超过20亿元。长安三万里票房突破17亿元，位列中国影史动画电影票房第二名。#哪部暑期档电影最好看#  网页链接,2023-08-17,318,5,1,"暑期档电影票房已超173亿元,哪部暑期档电影最好看",2023-08-17 09:35:37
36氪,【#大疆内部秘密研发Ebike#，代号EB】#大疆瞄准海外高端市场#近日，36氪从多个信源处独家获悉，「大疆创新」即将进入Ebike行业，内部立项代号为EB开头。该项目尚在保密阶段，项目负责人为高级工程师Alex.Jia，此前做过稳定器云台电机，曾负责大疆如影产品线。据36氪多方了解， 大疆Ebike项目可以追溯到疫情前。当时Ebike赛道还未火热，大疆已经为Ebike立项。而大疆Ebike将定位高端车型，运动越野场景，主攻海外市场，目前已在自研Ebike系统。36氪就此事向大疆创新官方求证，大疆表示不予置评。Ebike是一个仍在上升期的市场。传统电动车上市公司如雅迪、新日都推出了Ebike产品。在海外，保时捷也推出过单价高达1万美金的Ebike。目前，根据36氪了解，几家头部创业公司的出货量虽仅万台规模，但估值不菲。从出货端来看，Ebike争夺的是欧洲自行车存量市场以及美国增量市场。大疆定位高端，显然不希望在利润较低的中低端市场无效缠斗。,2023-08-17,19,4,3,"大疆内部秘密研发Ebike,大疆瞄准海外高端市场",2023-08-17 09:10:47
36氪,【#氪物库#｜可以随身携带的安全座椅】什么样的儿童安全座椅又简单又安全？充气式儿童座椅：Luftikid，充好气直接放在孩子身上，保证孩子的双腿在气囊的凹陷中，后背靠在背部气囊中心，最后系上安全带即可。能有效保护车祸时来自前后的冲击。孩子面前凸起的气囊还可以提供支撑作用。长途旅行看书，或者趴下休息都很方便。以后带孩子坐车可以随身携带，坐出租车也可以用上了。（科技view）科技view的微博视频,2023-08-17,9,2,2,氪物库,2023-08-17 08:00:00
36氪,【#分享氪#｜厌烦了自己的生活怎么办？】我有自己的生活，你也有自己的生活，我们的生活关乎自己的一切，我们过去的家庭，现在的家庭，目前的工作，希望拥有的工作，对未来的希望和梦想，以及过去的创伤和遗憾。如果我们不喜欢这一切，对过去所做或未做的事情感到极度的后悔，担心未来的不确定，更不喜欢现在没用的自己，怎样做出改变？（yourone精选）Yourone精选的微博视频,2023-08-17,9,0,11,分享氪,2023-08-17 07:00:00
36氪,【金龙鱼股价跌超10%创新低，吓坏16万股东】再过一个多月，就是郭鹤年100岁的生日了。 这位祖籍福建福州的马来西亚首富，做了70多年的生意。从米、面、糖业开始，进入其他行业，一手打造了众多标志性“产品”，如香格里拉大酒店、嘉里中心写字楼、北京国贸中心…… 郭氏家族的商业版图，横跨多个国家和地区。当然，这其中就包括占据中国市场最大份额的粮油品牌——金龙鱼。 金龙鱼一直由郭鹤年的侄子郭孔丰（新加坡籍）打理。作为金龙鱼的董事长，郭孔丰也已经74岁了。而作为郭氏家族商业版图中十分重要的一块业务，金龙鱼这两年的业绩，却在持续下降。 股价更是惨烈。8月14日，金龙鱼股价跌超10%，创下上市以来的新低。从2021年年初的高点，到2023年8月15日收盘，金龙鱼总市值已经没了5900亿元。 #氪君领读#1、金龙鱼有点“游不动了”2、一门“赚辛苦钱”的生意3、“巨无霸”如何炼成详情请阅读：网页链接 本文来自“市界”，作者：让商业更具价值。,2023-08-17,16,1,8,氪君领读,2023-08-17 01:00:00
36氪,【#分享氪#｜超3亿人死亡，史上最致命的病毒——天花】天花，是人类史上最严重的传染病之一。它从公元前1000年就入侵人类社会，先后数次大流行中，夺走了超过3亿的生命。即使感染后幸存，也有1/3的几率永久失明。为什么天花病毒有如此强的传染和杀伤力？原因在于它的一项“绝活”——感染你的免疫系统。著名科普频道“简而言之”在这支视频中，详细剖析了天花病毒感染后，造成的一系列破坏。以及人类是如何最终消灭它的。视频质量非常优秀，值得一看。(YouTube: Kurzgesagt) @YouTube精选YouTube精选的微博视频,2023-08-17,11,0,8,分享氪,2023-08-17 00:30:00
36氪,【新一轮的「价格战」由Model 3打响】8月14日，特斯拉对Model 3/Y进行了价格调整，调整详情如下：Model 3后驱版：提供限时8000元保险补贴；Model Y长续航版：起售价从31.39万下调至29.99万元；Model Y高性能版：起售价从36.39万下调至34.99万元（两款Model Y价格下调幅度触达1.4万元）。马斯克曾经向外界透露过，特斯拉内部存在着特别的价格模型。模型会结合地区的销量、成本等因素进行灵活的定价调整，帮助特斯拉更好地适应市场的需求变化。不出意外，本次 Model Y 降价的背后离不开价格模型的「发力」，折射到近期的市场表现上，特斯拉的销量压力的确不小。#氪君领读#1、产品老旧，市场困倦情绪明显2、营收降本，两手都要抓3、由外至内，最极致的「降本」详情请阅读：网页链接 本文来自“董车会”，作者：邓泽锋。,2023-08-17,5,0,3,氪君领读,2023-08-17 00:00:00
量子位,华盛顿大学计算机教授Pedro Domingos谈对“AGI忧虑论”的看法：“现在担心通用人工智能（AGI），就像担心DNA结构被发现之前的基因编辑一样。” ,2023-08-17,14,1,7,,2023-08-17 20:00:00
量子位,一个好用的#文本转表格AI工具#：网页链接下图是选取了一篇论文中的一段通讯列表，将它复制进去，AI能快速整理出一个表格来。 ,2023-08-17,10,5,18,文本转表格AI工具,2023-08-17 19:00:01
量子位,【#乔布斯儿子做VC了#】乔布斯儿子里德勇闯“VC圈”，投资两亿美元专注癌症治疗。据说他对医学健康领域的兴趣，还是来源于患癌的父亲史蒂夫·乔布斯…… 量子位的微博视频 ,2023-08-17,6,0,2,乔布斯儿子做VC了,2023-08-17 18:38:11
量子位,#一个简单模型就让ChatGLM性能大幅提升# 自大语言模型 (LLM) 成为热点话题以来，涌现了一大批中文大语言模型并在优化平台中得到了积极部署。ChatGLM 正是广受好评的主流中文大语言模型之一。然而，由于 ChatGLM 模型尚未成为 Transformer 生态的原生模型，因此，官方 optimum 扩展库对其仍缺乏支持。本文提供了一种使用 OpenVINO™ opset 重构该模型架构的便捷方法。该方案包含专为 ChatGLM 定制的优化节点，且这些节点都利用英特尔® 高级矩阵扩展（Intel® Advanced Matrix Extensions，缩写为英特尔® AMX）内联和 MHA（Multi-Head Attention，多头注意力）融合实现了高度优化。网页链接,2023-08-17,10,0,3,一个简单模型就让ChatGLM性能大幅提升,2023-08-17 18:04:15
量子位,#保护大模型应用安全，现在不需要拿性能做代价了# 大模型的爆火，也对隐私和安全发起了挑战。OpenAI 的 GPT 系列大语言模型（Large Language Mode，以下缩写为 LLM）的兴起与应用，也带来了诸如数据泄露、数据滥用、模型被攻击和知识产权被窃取等一系列隐私和安全风险或挑战。英特尔自第三代英特尔® 至强® 可扩展处理器开始内置英特尔® 软件防护扩展（英特尔® SGX）技术，其安全飞地的容量最多可达单颗 CPU 512GB，双路共计 1TB 容量，可满足目前千亿大模型的执行空间需求。此外，该技术提供支持的机密计算可实现应用层、虚拟机 (VM)、容器和功能层的数据隔离。无论是在云端、边缘还是本地环境，都能确保计算与数据始终在私密性和安全性上获得更全面的保护，以免暴露给云服务提供商、未经授权的管理员和操作系统，甚至是特权应用。网页链接,2023-08-17,3,0,5,保护大模型应用安全，现在不需要拿性能做代价了,2023-08-17 18:00:46
量子位,#文心一言插件可以联动使用了# 家人们，百度文心一言的插件，现在可以联动着用了——只要几十秒，立马给你生成一个专业广告大片！不信？没关系，我们现在就来手把手地实操演示一下。首先就是要把要用到的文心一言的相关原生插件“火力全开”【图1】：1、百度搜索：也就是大家常说的“联网”，可以保证大模型的时效性和准确性（默认开启）；2、说图解画：把图片丢进去，就可以根据它写故事、文案、回答问题等；3、一镜流影：根据主题词、语句或段落，一键创作生成视频。然后我们将一张可爱的奶牛照片丢进去，让文心一言先做一个理解【图2】。从解析的结果上来看，文心一言精准无误地做到了“看图说话”。接下来，我们让文心一言帮忙取一个品牌名称【图3】。在给出的品牌名称的风格之上，我们再让文心一言写一段广告语【图4】。最后，只需要求文心一言根据以上内容生成一个视频，“啪的一下”，数十秒时间，广告视频就诞生了【图5】！这就是最新文心一言的能力，原生插件混着用，还有更多玩法哦：一周工作5分钟完成！新版文心一言实测：秒秒钟出广告片，几句话搞定代码，办公科研生产力直接ProMax,2023-08-17,18,1,23,文心一言插件可以联动使用了,2023-08-17 17:09:47
量子位,Yann LeCun和Ravid Shwartz-Ziv关于#自监督学习#的论文，从信息论角度回顾了各种自监督学习方法，提出了一个统一框架来进行研究，并总结了这个方向的一些目标、机遇和挑战。论文地址：网页链接 ,2023-08-17,8,0,9,自监督学习,2023-08-17 17:00:00
量子位,#中国天眼如何发现引力波# 叶文洁给三体人发射信号的天线，也能发现引力波？最近，天文学家们在全球各地的“红岸基地”里，用一口口大锅发现了“纳赫兹引力波”。科学家们是怎么做到的？ 量子位的微博视频 ,2023-08-17,1,0,0,中国天眼如何发现引力波,2023-08-17 16:52:36
量子位,【#Bengio团队Nature发文讲AI# 跨界#】最近，Yoshua Bengio带领团队展示了一场人工智能十年跨界秀。从数据收集到模型构建，从实验设计到过程控制，AI跨界正在改变科学研究方式，成为科学发现引擎。尽管科学实践因科学研究阶段而异，但AI的发展跨越了传统上孤立的学科。例如在粒子物理实验中，每秒产生的海量数据难以处理和存储，人工智能模型可以通过异常检测算法在实时流中找出稀有事件，大大减少存储压力。在生物信息学领域，人工智能可以给海量未标注的基因序列赋予功能注释，帮助后续模型的训练。AI正赋能众多科学领域的研究发现，融入科学发现的假设形成、实验设计、数据收集和分析各个阶段。在“Scientific discovery in the age of artificial intelligence”这篇三位华人一作、Yoshua Bengio领衔的论文中，作者详解了自监督学习、几何深度学习、生成式人工智能等技术在科学研究中的应用，并提出了目前AI跨界仍存在的核心问题，目前该论文已刊于Nature综述文章。来看大佬如何总结AI for Science。Bengio团队Nature发文：四个维度讲AI for Science，还讨论了AI跨界核心挑战,2023-08-17,14,1,18,Bengio团队Nature发文讲AI,2023-08-17 16:44:47
量子位,#人类读验证码比机器更慢更差# 验证码通常用于测试你是不是机器人。然而，来自微软、苏黎世联邦理工学院等机构的一项最新研究发现，人类在完成验证码测试（CAPTCHA，一种全自动区分计算机和人类的图灵测试）时，比AI做得更慢、准确率也更低。论文地址：网页链接 ,2023-08-17,7,4,2,人类读验证码比机器更慢更差,2023-08-17 16:34:21
