WeiboID,正文,日期,点赞数,评论数,转发数,话题,Time
量子位,【#GPT-4代码解析器数学能力提升30#  %# 】GPT-4数学能力还能更强！新研究发现GPT-4代码解释器做题准确率与其使用代码的频率有关。为此，研究人员提出新方法对症下药，直接将其数学能力拔至新SOTA：在MATH数据集上，做题准确率从53.9%增加到了84.3%。你没听错，就是前段时间被称为ChatGPT推出后最强模式的那个代码解析器（Code Interpreter）。研究人员窥探了其代码生成和执行机制，使用自我验证、验证引导加权多数投票的方法，直接打开其做数学题的任督二脉。好奇网友随即而来：还想看他们做高数👀。还有网友认为：这也就是大脑的工作方式，人类在解决数学问题时也会自我验证。一起来康康这项研究的细节～网页链接,2023-08-17,9,1,7,GPT-4代码解析器数学能力提升30,2023-08-17 16:15:47
量子位,【#AI绘图数量超人类150年照片总和#】AI生成的图像，已经超过150亿张了，比人类150年拍照数量的总和还多！完整报告：网页链接 ,2023-08-17,5,0,1,AI绘图数量超人类150年照片总和,2023-08-17 16:00:00
量子位,#AI从大脑中重建PinkFloyd歌曲# 来自UC伯克利的神经科学家发现，AI可以从大脑听觉皮层的电活动记录中重建Pink Floyd的歌曲，歌词也比较清晰，论文地址：网页链接 量子位的微博视频 ,2023-08-17,6,3,10,AI从大脑中重建PinkFloyd歌曲,2023-08-17 15:32:21
量子位,【#OpenAI收购我的世界开源版#，GPT-5要在虚拟世界中进化了？】最新消息，OpenAI刚刚收购了一家游戏公司：该公司主要产品为“开源版我的世界”，制作精美。注意这次是收购而不仅是投资，而且是OpenAI成立近8年以来首次公开披露的一笔。具体交易条款尚未披露，我们只能从简单的公告中获悉：该公司整个团队已并入OpenAI，并且要参与的是核心产品也就是ChatGPT的开发。如网友反应：这真是一次奇怪又有意思的买卖。OpenAI这把意指何处？是要在GPT-5上运行的多智能体文明模拟游戏？英伟达科学家Jim Fan表示: 实在是太好奇了。网页链接,2023-08-17,35,8,23,OpenAI收购我的世界开源版,2023-08-17 15:23:00
量子位,#LK99早寄晚导# 早寄晚导的LK-99，今天一早又让Nature一把给摁地上了。头版头条文章里，标题明晃晃地写着“LK-99不是超导体”。倒也不是直接把棺材板钉上了，更确切地说，Nature是整了个“寄派”观点汇总：- 8月14日，德国马普所合成LK-99单晶体，晶体透明且绝缘，排除超导性存在；- 8月9日，西班牙DIPC和普林斯顿等研究机构联手对LK-99做了X射线成像，分析认为这种材料更可能是磁体而非室温超导体；- 8月8日，中科院分析认为，LK-99的所谓“超导”现象，很可能是Cu₂S在385K左右的一级结构相变引起的电阻率降低；- 8月7日，北大团队论文认为LK-99的半悬浮现象是铁磁性导致的。Nature引用莫纳什大学物理学家Michael Fuhrer的观点说：“棺材板上的钉子就是Cu₂S。（原话）”这位专家还表示：“韩国团队现在有责任分享原始样本，说服其他人。”嗯，甭管怎么说，硝烟味是有点浓。也难怪网友们这瓜吃着吃着就品出味儿来了：Nature这怕不是在逼宫吧？ 网页链接,2023-08-17,16,2,6,LK99早寄晚导,2023-08-17 14:59:58
互联网的那点事,#数十万电诈人员偷渡到缅北华人聚集区#一直很疑惑缅北这些人只诈骗中国人么？只割中国人的腰子吗？有外国人被割的案例吗（纯疑问，没别的意思，请不要带入） ,2023-08-17,86,40,12,数十万电诈人员偷渡到缅北华人聚集区,2023-08-17 23:12:06
互联网的那点事,时代真的变了哈哈哈 ,2023-08-17,544,90,66,,2023-08-17 22:23:42
互联网的那点事,字节跳动大模型 doubao.com抖音登录就能使用，不用内测测了下，基本回答可以，逻辑问题不行，安全措施很到位 嘿嘿 ,2023-08-17,131,23,38,,2023-08-17 22:17:23
互联网的那点事,你学废了么 互联网的那点事的微博视频 ,2023-08-17,78,28,6,,2023-08-17 19:49:50
互联网的那点事,RIGID：一强大的视频编辑框架，通过深度学习技术对视频中的人脸进行精确编辑，同时确保时间连贯性和真实感。翻译下就是它能对视频当中人物的人脸进行编辑，比如把你变胖变瘦，给你涂口红，眼睛变大变小，甚至能让你开口微笑、改变你的年龄等。 互联网的那点事的微博视频 ,2023-08-17,48,8,36,,2023-08-17 16:23:34
互联网的那点事,苏州：鼓励 MCN 机构引进主播，最高奖励 120 万元苏州出台措施鼓励 MCN 机构引进主播，对独家签约年带货销售额 1 亿元以上且在苏州依法纳税的主播的 MCN 机构，给予不超过 120 万元的一次性奖励。加大直播电商人才奖励，对符合年带货销售额在 5000 万元以上、在苏州依法纳税等条件的主播，给予不超过 100 万元的奖励；次年年带货销售额在 5000 万元以上且年增长超 20% 的，再给予不超过 80 万元奖励。,2023-08-17,291,34,32,,2023-08-17 14:55:49
互联网的那点事,在过去一年多时间AI生产了超过150亿张图像，这个数量已经超过了150年间人类拍摄的所有照片数量→自去年以来，使用文本转图像算法创建了超过 150 亿张图像。客观地说，从 1826 年拍摄第一张照片到 1975 年，摄影师花了 150 年的时间才达到 150 亿张大关。→DALLE-2 推出以来，人们平均每天创建 3400 万张图像。→增长最快的产品是 Adobe Firefly，自推出以来仅三个月内就创建了 10 亿张图像。→Midjourney 拥有 1500 万用户，是公开统计的所有图像生成平台中最大的用户群。→大约 80% 的图像（即 125.9 亿张）是使用基于开源 Stable Diffusion 的模型、服务、平台和应用程序创建的。,2023-08-17,52,17,23,,2023-08-17 13:26:17
钛媒体APP,【直播 | 「孤注一掷」现实亲历者 讲述缅甸逃亡经历 | #华楠直播间#】#缅甸旅游业苦等中国游客重返# #在缅中国商人讲述缅甸现状#反诈骗宣传电影《孤注一掷》正在热映，现实中东南亚诈骗事件也频频发生，东南亚诈骗集团是怎么一步一步发展到现在？我们又该如何避免掉入陷阱？本期华楠直播间113期，连线缅甸诈骗集团幸存者与360反诈专家、律师，还原真实的东南亚诈骗内幕。直播亮点：-连线当事人，揭秘缅甸诈骗集团真实内幕-缅甸诈骗园区里都是中国人吗？-骗子是如何精准定位目标群体？-如何辨别AI换脸、换声骗局？-为避免受骗，一定要了解哪些基本法律？  钛媒体APP的微博视频 「孤注一掷」现实亲历者 讲述缅甸逃亡经历,2023-08-17,18,0,2,"华楠直播间,缅甸旅游业苦等中国游客重返,在缅中国商人讲述缅甸现状",2023-08-17 13:45:02
钛媒体APP,【直播 | 中东“热”土缘何大火？| #出海参考#】随着中东经济转型加速，投资热潮不断，越来越多的出海者前往中东考察，但是目前中东市场仍存在信息差巨大、庞乱芜杂、缺乏基础认知的现状。钛媒体「出海参考」策划连续四期节目，尽可能为中国“新航海者”们展开一幅中东实景画卷。出海向中东系列第一期：中东“热”土缘何大火？8月18日下午14:00播出 欢迎扫码预约  钛媒体APP的微博直播 中东“热”土缘何大火？,2023-08-17,0,0,0,出海参考,2023-08-17 16:32:08
钛媒体APP,【离岸人民币兑美元短线拉升，收复7.30关口，日内涨超350点】 钛媒体App 8月17日消息，离岸人民币兑美元短线拉升，收复7.30关口，日内涨超350点。 ,2023-08-17,0,0,0,,2023-08-17 19:52:54
钛媒体APP,【住建部直属机构中规院日前召集多家房企及中介开会，调研深圳城中村改造及保障房情况】 钛媒体App 8月17日消息，住建部直属机构中国城市规划设计研究院日前在深圳调研，期间召集了万科、中海、招商、鸿荣源、华侨城、金地等房企，以及乐有家、贝壳两家中介机构开会。据相关参会人士透露，中规院所长出席了会议，会上中规院向房企了解当前遇到的困难及诉求，还详细了解当前深圳保障房发展情况、城中村改造推进情况及租赁市场发展情况。,2023-08-17,0,0,0,,2023-08-17 19:52:12
钛媒体APP,【央行：国内经济运行面临需求不足、一些企业经营困难、重点领域风险隐患较多等挑战，将加大宏观政策调控力度】 钛媒体App 8月17日消息，央行发布2023年第二季度中国货币政策执行报告。当前我国经济已恢复常态化运行，高质量发展扎实推进。也要看到，国际政治经济形势复杂严峻，发达经济体快速加息的累积效应继续显现，全球经济复苏动能减弱，国内经济运行面临需求不足、一些企业经营困难、重点领域风险隐患较多等挑战。我国经济具有巨大的发展韧性和潜力，长期向好的基本面没有改变，有利条件和积极因素不断积蓄，要保持战略定力，增强发展信心。下阶段，中国人民银行将坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，把实施扩大内需战略同深化供给侧结构性改革结合起来，加大宏观政策调控力度，建设现代中央银行制度，充分发挥货币信贷效能，不断推动经济运行持续好转、内生动力持续增强、社会预期持续改善、风险隐患持续化解，推动经济实现质的有效提升和量的合理增长。,2023-08-17,0,0,0,,2023-08-17 17:59:42
钛媒体APP,【央行：保持人民币汇率在合理均衡水平上的基本稳定，坚决防范汇率超调风险】 钛媒体App 8月17日消息，央行发布2023年第二季度中国货币政策执行报告。报告指出，坚持以市场供求为基础、参考一篮子货币进行调节、有管理的浮动汇率制度，综合施策、稳定预期，保持人民币汇率在合理均衡水平上的基本稳定，坚决防范汇率超调风险。切实防范化解重点领域金融风险，统筹协调金融支持地方债务风险化解工作，稳步推动中小金融机构改革化险，守住不发生系统性金融风险的底线。,2023-08-17,0,0,1,,2023-08-17 17:59:12
钛媒体APP,【央行：适应房地产市场供求关系发生重大变化的新形势，适时调整优化房地产政策】 钛媒体App 8月17日消息，央行发布2023年第二季度中国货币政策执行报告。下阶段，央行将坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，把实施扩大内需战略同深化供给侧结构性改革结合起来，加大宏观政策调控力度，建设现代中央银行制度，充分发挥货币信贷效能，不断推动经济运行持续好转、内生动力持续增强、社会预期持续改善、风险隐患持续化解，推动经济实现质的有效提升和量的合理增长。适应房地产市场供求关系发生重大变化的新形势，适时调整优化房地产政策，促进房地产市场平稳健康发展。发挥好金融在促消费、稳投资、扩内需中的积极作用，保持物价水平基本稳定。坚持以市场供求为基础、参考一篮子货币进行调节、有管理的浮动汇率制度，综合施策、稳定预期，保持人民币汇率在合理均衡水平上的基本稳定，坚决防范汇率超调风险。切实防范化解重点领域金融风险，统筹协调金融支持地方债务风险化解工作，稳步推动中小金融机构改革化险，守住不发生系统性金融风险的底线。,2023-08-17,0,0,0,,2023-08-17 17:57:59
钛媒体APP,【央行发布2023年第二季度货币政策执行报告】 钛媒体App 8月17日消息，央行发布2023年第二季度中国货币政策执行报告。报告指出，下阶段，中国人民银行将坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，把实施扩大内需战略同深化供给侧结构性改革结合起来，加大宏观政策调控力度，建设现代中央银行制度，充分发挥货币信贷效能，不断推动经济运行持续好转、内生动力持续增强、社会预期持续改善、风险隐患持续化解，推动经济实现质的有效提升和量的合理增长。,2023-08-17,0,0,0,,2023-08-17 17:57:39
钛媒体APP,#正经知识研究站# 吃辣椒可以加速口腔溃疡康复吗？  网页链接 ,2023-08-17,74,1,0,正经知识研究站,2023-08-17 17:48:48
钛媒体APP,叮咚～福利来袭！我正在直播间发红包，千万不要错过，一起来瓜分～更多惊喜我在这里等你！钛媒体APP的微博视频 ,2023-08-17,1,0,0,,2023-08-17 17:04:50
钛媒体APP,#基金 股票# 【#钛媒体每日收评# ｜今日港股收评：恒指微跌0.01%，汽车股涨幅居前】8月17日，港股三大指数终见止跌反弹。截至收盘，恒生指数跌0.01%，报18326.63点；恒生科技指数涨0.78%，报4158.28点；国企指数涨0.31%，报6292.33点。今日，南下资金净流入115.02亿港元，其中港股通（沪）净流入58.50亿港元，港股通（深）净流入56.52亿港元。盘面上，汽车股反弹，小鹏汽车、零跑汽车涨超4%，理想汽车涨超3%；酒精饮料股表现活跃，百利达集团涨超12%，华润啤酒涨超4%；教育股大涨，神通机器人教育涨超17%，SDM教育涨超12%，新东方涨超4%；医药股持续调整，阿里健康、天大药业跌超7%，京东健康跌超6%；内房股走弱，碧桂园跌超7%，龙湖集团跌超3%。消息面：1、据最新乘联会数据显示，8月前两周新能源车市场零售20.8万辆，同比增长38%，较上月同期增长1%。乘联会指出，近期楼市降温利好车市，对车市购买力恢复有促进作用。另外，今年上半年，我国汽车整车出口量同比增长76.9%，半年度汽车出口量首次超过日本，跃居世界首位。2、开源证券指出，7月消费者需求仍呈现弱复苏趋势，消费能力和意愿仍处于恢复阶段，社零数据中餐饮增长较好，粮油食品、饮料增速平稳。分板块看，当前白酒板块估值和基金持仓已处于历史低位，同时随着经济政策催化和中秋国庆旺季来临，消费需求有望稳步复苏，看好白酒板块配置机会。3、万联证券表示，房地产行业基本面表现仍然较弱，销售端持续回落以及融资端资金到位缓慢等加剧行业资金面压力，政治局会议对行业表述相对积极，期待进一步的支持性政策落地。4、东方甄选涨超8%，报37.40港元/股。消息面上，东方甄选旗下在抖音平台增加“东方甄选风味人生”“东方甄选店铺”2个账号。新账号认证信息均为“东方优选（北京）科技有限公司”，与东方甄选旗下6个直播间隶属于同一公司。目前，东方甄选在抖音平台的矩阵账号，累计达到8个，业务范围覆盖农产品、食品、日用品、图书、文旅服务等。,2023-08-17,0,0,0,"基金 股票,钛媒体每日收评",2023-08-17 16:50:04
钛媒体APP,#基金 股票# 【#钛媒体每日收评# ｜今日A股收评：三大指数集体上涨，机器人概念走强】截止8月17日收盘，沪指报3168.74点，涨0.43%，成交额为3208亿元（上一交易日成交额为3036亿元）；深成指报10644.52点，涨0.61%，成交额为4190亿元（上一交易日成交额为4006亿元）；创业板指报2147.06点，涨0.66%，成交额为1983亿元（上一交易日成交额为1887亿元）。两市全天成交额7398亿元，较上一交易日放量356亿元，近4000股上涨。今日，北上资金净流入12.24亿元，其中沪股通净流入5.66亿元，深股通净流入6.58亿元。板块方面，军工股领涨，观想科技20CM涨停，北方长龙、新余国科涨超12%；工业母机板块走高，昊志机电、拓斯达20CM涨停；啤酒概念涨幅靠前，重庆啤酒涨停，乐惠国际、青岛啤酒涨超4%；机器人概念走强，昊志机电、智云股份、观想科技等20CM涨停；新能源汽车板块震荡拉升，哈焊华通涨停，威力传动涨超12%；减肥药板块持续走低，圣诺生物跌超7%；银行板块下挫，贵阳银行、杭州银行跌超2%。消息面：1、8月16日国务院举行重磅会议，关于新一轮国企改革方面，建议要着力深化改革扩大开放，深入实施新一轮国企改革深化提升行动。军工业是历次国企改革的重点领域。2、方正证券指出，啤酒行业整体销量已经进入相对平稳的阶段，短期月度销量波动主要系基数影响，建议重点关注啤酒行业的结构端和利润端。从结构端看，对标世界平均零售价水平和海外龙头的吨酒价水平，目前我国啤酒行业的高端化空间还非常大，当前行业趋势、大单品的势能已经充分积聚，未来3-5年啤酒行业的高端化将更上一层楼。从利润端看，受益于澳麦进口恢复正常，预计啤酒公司2023年底大麦采购价格将会下降，释放利润弹性。3、北京市经济和信息化局印发《北京市促进机器人产业创新发展的若干措施》。文件提出，组织实施机器人产业“筑基”工程，发布产业关键技术攻关清单，支持企业组建联合体，通过“揭榜挂帅”聚力解决机器人产业短板问题和“卡脖子”技术难题。4、据最新乘联会数据显示，8月1-13日，乘用车市场零售57.7万辆，同比增长5%，较上月同期增长8%；新能源车市场零售20.8万辆，同比增长38%，较上月同期增长1%。乘联会指出，近期楼市降温利好车市，对车市购买力恢复有促进作用。5、重庆啤酒今日涨停，报91.72元/股。消息面上，8月16日，重庆啤酒发布2023年半年度报告。公司2023年上半年实现营业收入85.05亿元，同比增长7.17%；归母净利润8.65亿元，同比增长18.89%；扣非归母净利润8.54亿元，同比增长19.34%。重庆啤酒半年度业绩发布后，已有华鑫证券、国金证券、国联证券、山西证券等券商发布研报，均认为业绩超预期，给予了“买入”评级。,2023-08-17,0,0,0,"基金 股票,钛媒体每日收评",2023-08-17 16:24:33
钛媒体APP,【真的好奇，#鸡蛋一天最多让吃几个#】鸡蛋的蛋黄，因为含有胆固醇饱受批评，有新闻说一天吃4个吃出胆结石的，有说高胆固醇会吃出心脏病的。大家吃的时候也是胆战心惊，生怕自己的心血管又堵上一分，胆结石又沉积一块。说到底，鸡蛋该不该吃？一天吃几个鸡蛋才算健康？文章导读：[鸡蛋很好，只是背了很多锅] 2018年一个发表在《营养素》杂志上的试验发现，30个受试者，分成两组，一组每天吃3个鸡蛋，另一组吃降胆固醇补充剂，4周后发现他们体内的好胆固醇和坏胆固醇的比率没有变化。这就说明我们人体是有一种能保持胆固醇稳态恒定的补偿机制的——当我们吃的胆固醇多了，体内合成的会相应变少。[说到底，应该吃几个鸡蛋] 答案其实要看你身体情况。如果你身体健康，吃几个其实没有太大限制。《中国居民膳食指南2022版》中指出，一周食用300-350克的鸡蛋不会增加正常人心脑血管、高血压或血脂异常等疾病风险。一般一个鸡蛋重45-55克，算下来就是一周6-7个。甚至还可以再多一点。 真的好奇，鸡蛋一天最多让吃几个,2023-08-17,0,0,1,鸡蛋一天最多让吃几个,2023-08-17 16:22:24
钛媒体APP,【中国强制获取美国技术？商务部：美方说法与事实完全不符】 钛媒体App 8月17日消息，根据外媒报道，在美国会众议院近期举行的听证会上，美国个别政客提出，中国为了帮助中国企业取代美国企业，而强制或通过并购来获取美国的技术数据和知识产权。在8月17日下午举行的商务部例行记者会上，新闻发言人束珏婷回答媒体相关提问时反驳了这种观点。束珏婷表示，美方有关人员的说法与事实完全不符。中美经贸合作的本质是互利共赢，中方欢迎美国企业在内的各国企业在华发展取得成功，努力为各类企业营造市场化、法治化、国际化的营商环境。(环球网),2023-08-17,0,1,0,,2023-08-17 15:55:46
钛媒体APP,【商务部：正在就美国对外投资审查行政令影响进行全面评估】 钛媒体App 8月17日消息，从商务部获悉，商务部新闻发言人束珏婷表示，中国商务部近日与企业座谈，了解日前美国签署的行政令对企业的实际影响。北京时间8月10日凌晨，美国总统拜登签署行政令设立对外投资审查机制，限制美国主体投资中国半导体和微电子、量子信息技术和人工智能领域。束珏婷表示，商务部在此前期与企业座谈的基础上，正在对行政令的影响进行全面评估，并将根据评估结果采取必要的应对措施。（证券时报）,2023-08-17,0,0,0,,2023-08-17 15:41:44
钛媒体APP,【现有的实习经历与未来想做的工作没有关系，会推荐转型吗？】#我在微博找工作##求职季#在钛媒体《职场研究所》第35期中，刺猬CIWEI运营总监 张琳职业生涯规划师&培训师 冯硕和刺猬CIWEI运营总监 张琳 分享了现有的实习经历与未来想做的工作没有关系，关于转型的看法。冯硕表示：看自己追求什么，如果追求稳妥，暂时就不要转型，如果自己可以接受职业空窗期，年轻人也可以去搏一搏；张琳表示：先去了解自己是不是真的想做这份工作，愿不愿意画更多的时间精力来学习。 钛媒体APP的微博视频,2023-08-17,2,0,0,"我在微博找工作,求职季",2023-08-17 15:41:09
钛媒体APP,【商务部：中国1-7月以美元计的对外非金融类直接投资同比增长10.6%】 钛媒体App 8月17日消息，商务部数据显示，中国1-7月以美元计的对外非金融类直接投资同比增长10.6%。 ,2023-08-17,0,0,0,,2023-08-17 15:19:36
钛媒体APP,【工业和信息化部重耕800MHz频段频谱资源，持续推动我国5G高质量发展】 钛媒体App 8月17日消息，近日，工业和信息化部许可中国电信将现网用于2G/3G/4G系统的800MHz频段频率重耕用于5G公众移动通信系统。800MHz频段具有传播损耗低、覆盖范围广、穿透能力强、网络部署成本低等特点，非常适用于农村及边远地区的公众移动通信网络覆盖。此次许可中国电信使用其800MHz频段开展5G业务，进一步强化了我国1GHz以下频段5G优质频谱资源供给保障力度，有利于乡镇、农村及边远地区人民群众进一步享受高质量5G服务。,2023-08-17,0,0,0,,2023-08-17 15:07:03
钛媒体APP,【在岸人民币兑美元抹去此前跌幅，现基本持平，报7.301】 钛媒体App 8月17日消息，在岸人民币兑美元抹去此前跌幅，现基本持平，报7.301。 ,2023-08-17,1,0,0,,2023-08-17 14:51:07
钛媒体APP,【8位学者获2023未来科学大奖，涉及植物免疫、超导材料和 AI 领域｜钛媒体焦点】 钛媒体获悉，8月16日，2023未来科学大奖获奖名单揭晓，共有八位学者获奖，单项奖金约725万元。● 西湖大学生命科学学院植物免疫学讲席教授柴继杰、中国科学院遗传与发育生物学研究所研究员周俭民获得“生命科学奖”，奖励他们为发现抗病小体并阐明其结构和在抗植物病虫害中的功能做出的开创性工作；● 中国科学院院士、国家超导实验室学术委员会主任赵忠贤，中国科学院院士陈仙辉获得“物质科学奖”，表彰他们对高温超导材料的突破性发现和对转变温度的系统性提升所做出的开创性贡献；● Facebook AI研究院（FAIR）研究科学家何恺明、旷视原首席科学家孙剑（已故）、蔚来自动驾驶研发首席专家任少卿、旷视研究院基础科研负责人张祥雨因提出深度残差学习ResNet，为人工智能做出了基础性贡献，获得“数学与计算机科学奖”。据悉，未来科学大奖设立于2016年，是由科学家、企业家群体共同发起的民间科学奖项。该大奖关注原创性的基础科学研究，奖励在中国内地（大陆）、香港、澳门、台湾做出杰出科学成果的科学家（不限国籍），以创新模式带动更多民间资金推动中国基础科学的研究。奖项以定向邀约方式提名，目前设置“生命科学奖”、“物质科学奖”和“数学与计算机科学奖”三大奖项，单项奖金约725万元人民币（等值100万美元）。 8位学者获2023未来科学大奖，涉及植物免疫、超导材料和 AI 领域,2023-08-17,1,0,1,,2023-08-17 14:37:13
钛媒体APP,【面试遇到“你有什么要问我的吗？”，该如何回答】#我在微博找工作##求职季#在钛媒体《职场研究所》第35期中，刺猬CIWEI运营总监 张琳和职业生涯规划师&培训师 冯硕 分享了当被面试官反过来问到“你有什么要问我的吗？”时该如何回答。张琳表示：应该关注对方的角色，提出与对方负责的业务相关的问题，要避免问面试结果、问薪酬；冯硕表示：自己的问题要充分表达一些好奇心，表示自己是想要获得成长而不是单纯来赚钱。当然，不问比问砸了好。 钛媒体APP的微博视频,2023-08-17,0,1,2,"我在微博找工作,求职季",2023-08-17 14:19:12
钛媒体APP,【Nature文章：LK-99不是超导体】 钛媒体App 8月17日消息，8月16日，曾就职于费米实验室的科学作家Dan Garisto在Nature发文《LK-99不是室温超导体——科学侦探如何解开这个谜团》。在文章中，Dan Garisto总结了最近连续十几天的室温超导反转事件，将各大机构的研究结果拼凑在一起，揭示了为什么LK-99会显示出类似超导行为的谜团。科学侦探们发现了LK-99不是超导体的证据——导致样品电阻率急剧下降和磁铁部分悬浮的原因，是由于材料中的杂质，尤其是硫化亚铜。这一结论彻底打破了LK-99作为“史上首个室温常压超导体”的希望。加州大学戴维斯分校的凝聚态实验家Inna Vishik称：“我认为，这件事已经划上句号，可以到此为止了。”文章地址：网页链接,2023-08-17,0,1,0,,2023-08-17 14:07:02
钛媒体APP,#基金 股票# 【#钛媒体每日收评# ｜港股午评：恒生指数跌0.12%，恒生科技指数涨0.93%】钛媒体App 8月17日消息，港股上午盘低开高走，恒生科技指数早盘大跌2.5%跌入技术性熊市，在科技股拉升带动下午间收涨0.93%，恒指小幅下跌0.12%，曾一度跌2.3%。板块方面，玩具及消闲用品、影视娱乐、汽车、禽畜饲料、新能源物料、服装、旅游等行业及啤酒、电力设备、稀土、锂电池等概念走强。盘面上，连续下跌的大型科技股多数拉升转涨，快手、腾讯涨约2%，小米、阿里巴巴涨超1%，京东、百度跌幅收窄；8月前两周新能源车市场零售同比增长38%，连跌7日的汽车股反弹较为明显，暑假票房亮眼，电影概念股继续活跃；啤酒股、体育用品股、餐饮股等消费集体拉升，锂电池股、家电股、手游股等纷纷上涨。另一方面，银行股走低，香港本地银行股下跌明显，黄金股、石油股、电力股表现低迷，中国石油股份跌超1%。,2023-08-17,0,0,0,"基金 股票,钛媒体每日收评",2023-08-17 13:46:16
钛媒体APP,【应届生签订秋招合同的注意事项】#我在微博找工作##求职季# 在钛媒体《职场研究所》第35期中，刺猬CIWEI运营总监 张琳 分享了签订秋招合同有哪些需要注意的事项，张琳表示：有三点需要注意，一是薪酬是否明确，二是确定对方关于违约的条件以及后续赔付，三是确保与用人单位签订的是三方协议。 钛媒体APP的微博视频,2023-08-17,6,0,2,"我在微博找工作,求职季",2023-08-17 12:12:59
钛媒体APP,【铁路部门整改规范多功能候车座椅经营服务，多功能候车座椅数量不得超过全部候车座椅的20%】 钛媒体App 8月17日消息，据中国铁路官微消息，近期，铁路部门对泰安站多功能候车座椅（按摩座椅）经营服务问题进行了通报批评，并要求各地火车站举一反三，认真查摆整改问题，确保多功能候车座椅状态良好、经营规范，最大限度为旅客候车提供普惠性和差异化优质服务。铁路部门要求，合理布设，便利旅客出行。对设置多功能候车座椅的车站，必须确保候车区域旅客候车座椅总数不减少，多功能候车座椅数量不得超过全部候车座椅的20%，并在各候车区分散均衡设置，不得影响旅客候车、通行。,2023-08-17,1,0,0,,2023-08-17 11:43:32
钛媒体APP,#基金 股票# 【#钛媒体每日收评# ｜A股午评：创业板指探底回升半日涨0.66%，减速器、国防军工、工业母机涨幅居前】钛媒体App 8月17日消息，A股三大指数早盘探底拉升，截至午盘，沪指涨0.01%，深成指涨0.46%，北证50涨0.04%，创业板指涨0.66%。沪深两市半日成交额4711亿元。个股上涨多跌少，两市超3400只个股上涨，北向资金半日净卖出11.09亿元。板块题材上，减速器、国防军工、工业母机涨幅居前，减肥药、证券板块跌幅居前。盘面上，减速器、机器人概念股集体大涨，通力科技、昊志机电20CM涨停。军工股迎来反弹，观想科技20CM涨停，长城军工、鸿远电子涨停。充电桩概念股开盘拉升，泰永长征涨停。AI概念股盘中活跃，挖金客20CM涨停，久远银海涨停。下跌方面，券商股冲高回落，华林证券跌超6%。医药股集体调整，圣诺生物跌超6%。,2023-08-17,0,0,0,"基金 股票,钛媒体每日收评",2023-08-17 11:41:57
